Product link,Product title,Gender,Sales price,Color,Style code,No of reviews,Star rating,Description
https://www.nike.com/in/t/air-jordan-6-retro-shoes-fjwJgW/DX2836-001,Air Jordan 6 Retro,Men,  18 395.00, Black/Black/Metallic Silver, DX2836-001,63,4.9,"Championship vibes. MJ's 6th signature shoe debuted in '91—the year he earned his first ring—making the AJ6 an instant icon. This fresh take on the series-clinching classic has a sleek upper made from synthetic leather. Metallic accents add extra off-court flair, making these kicks your outfit MVPs."
https://www.nike.com/in/u/custom-nike-air-force-1-mid-by-you-shoes-10001368/3412199347,Nike Air Force 1 Mid By You,Men,  12 795.00,Color not available,Style code not available,Review not available,Star rating not available,Description not available
https://www.nike.com/in/t/air-force-1-07-lx-shoes-9ngpX4/FD4341-101,Nike Air Force 1 '07 LX,Unisex,  9 195.00, Sail/White/Sand Drift/Photon Dust, FD4341-101,0,0,"Our classic AF-1 with a twist—just in time for the Lunar New Year. To celebrate the Year of the Rabbit, we added soft furry Swoosh logos and backtabs to this icon of style. Plus, embroidered graphics inspired by pine and willow branches represent health, resilience and longevity."
https://www.nike.com/in/t/venture-runner-shoe-mT8r8R/CK2944-101,Nike Venture Runner,Men,  5 495.00, Summit White/Black/White/Medium Olive, CK2944-101,46,4.4,"The Nike Venture Runner nods to the iconic shoes of the '80s that started the running revolution. The exposed stitching, high-flex upper and micro-branded heel clip add fresh DNA to the classic athletics look, while its airy mesh and new, soft insole elevate the feel."
https://www.nike.com/in/t/pegasus-39-road-running-shoes-rMX0v6/DM0174-302,Nike Pegasus 39,Men,  10 495.00, Bright Spruce/Valerian Blue/Cerulean/Light Crimson, DM0174-302,37,4.6,"Let the Nike Pegasus 39 help you ascend to new heights. A supportive sensation helps keep your foot contained, while underfoot cushioning adds a pop to your step as you transition from heel to toe. Your trusted workhorse with wings is back. Time to fly."
https://www.nike.com/in/t/air-force-1-07-lx-shoe-Jpw4wf/CZ8101-100,Nike Air Force 1 '07 LX,Unisex,  10 295.00, White/Summit White/White Onyx/White, CZ8101-100,0,0,The Nike Air Force 1 '07 LX elevates a legend with some bling. Premium leather on the upper featuring jewels interwoven in the laces crown the icon in all its glory.
https://www.nike.com/in/t/pegasus-39-road-running-shoes-sKxqrV/DZ4776-343,Nike Pegasus 39,Men,  11 895.00, Scream Green/Coconut Milk/Honeydew/Black, DZ4776-343,0,0,"Whether you're preparing for a quick jog, an extended run or one of the most popular relay marathons, running is your daily ritual—and you need shoes that are just as dedicated as you. With its comfortable and intuitive design, the Nike Pegasus 39 offers a supportive sensation to help your foot feel contained. Underfoot cushioning and 2 Zoom Air units add a spring to your stride as you transition from heel to toe. Your trusted workhorse with wings is back. Time to fly."
https://www.nike.com/in/t/sb-force-58-skate-shoes-LJNW5L/DV5477-001,Nike SB Force 58,Skate Shoes,  6 295.00, Dark Grey/White/Wolf Grey/Dark Grey, DV5477-001,2,4,"The latest and greatest innovation to hit the streets, the Force 58 gives you the durability of a cupsole with the flexibility of vulcanised shoes. Made from canvas and suede and finished with perforations on the toe, the whole look is infused with heritage basketball DNA."
https://www.nike.com/in/t/air-jordan-2-retro-shoes-KGJqKf/DX2454-106,Air Jordan 2 Retro,Men,  18 395.00, White/Black/Varsity Red, DX2454-106,15,4.9,"Celebrate the 35th anniversary of the AJ2 with this immaculate retro edition. Made to the same specs as the original, you get all the iconic details like faux lizard, no Swoosh, and the classic Nike Air and Wings logos. Fresh enough to wear to a wedding, fly enough to wear courtside—the only real question is what you're gonna pair them with."
https://www.nike.com/in/t/air-jordan-7-retro-se-shoes-FP85D2/DN9782-001,Air Jordan 7 Retro SE,Men,  19 295.00, Black/Neutral Olive/Chutney/Cherrywood Red, DN9782-001,2,5,"Inspired by the shoes MJ wore during the '92 season, the latest iteration of the Air Jordan 7 revives the championship legacy for a new generation. Splashes of colour deliver season-right flavour, while premium leather and textiles up your off-court allure."
https://www.nike.com/in/t/air-force-1-react-shoes-mm8pv3/DV0808-100,Nike Air Force 1 React,Men,  13 295.00, White/Black/White, DV0808-100,0,0,"Split your time between classic and new with this fresh, off-court look. Fusing modern comfort with hoops style, the AF-1 React delivers a futuristic sensation. Its responsive foam midsole puts tech in the perfect position, while the rich mixture of materials add a translucent touch to the storied Basketball shoe."
https://www.nike.com/in/t/air-max-sc-shoes-FVn5sK/CW4554-601,Nike Air Max SC,Unisex,  5 995.00, Pearl Pink/White/Coral Chalk, CW4554-601,83,4.8,"With its easy-going lines, heritage athletics look and, of course, visible Air cushioning, the Nike Air Max SC is the perfect finish to any outfit. The rich mixture of materials adds depth while making it a durable and lightweight shoe for everyday wear."
https://www.nike.com/in/t/air-jordan-1-mid-se-shoes-1D10l1/DV1302-400,Air Jordan 1 Mid SE,Unisex,  12 295.00, Ice Blue/Black/Sail/Dark Powder Blue, DV1302-400,1,4,The AJ1 mid remakes a classic. Bold colours and contrasting textures give you a fresh look with a familiar feel. Premium materials and accents give modern expression to an all-time favourite.
https://www.nike.com/in/t/jordan-series-shoes-FX0cpT/DN1857-100,Jordan Series,Unisex,  7 495.00, White/Grey Fog/University Red, DN1857-100,27,4.6,"Inspired by Mike's back-garden battles with his older brother Larry, the Jordan Series references the legendary siblings throughout the design. The rubber sole offers more than just impressive traction—it also tells a story about how MJ came to be #23. Look for the hidden reminder to ""Swing for the Fence""—a direct quote from Larry to his famous bro."
https://www.nike.com/in/t/vaporfly-2-road-racing-shoes-D4ntS0/CU4111-103,Nike Vaporfly 2,Men,  19 695.00, White/Volt/Racer Blue/Black, CU4111-103,75,4.6,"Continue the next evolution of speed with a racing shoe made to help you chase new goals and records. It helps improve comfort and breathability with a redesigned upper. From a 10K to a marathon, this model, like the previous version, has the responsive cushioning and secure support to push you towards your personal best."
https://www.nike.com/in/t/ispa-sense-flyknit-shoes-CzhcwB/CW3203-003,Nike ISPA Sense Flyknit,Men,  18 395.00, Black/Smoke Grey/Seafoam, CW3203-003,0,0,"Breathe in. Breathe out. The ISPA Sense is your ticket to tranquillity. Mixing sustainable materials (it's made from at least 20% recycled content by weight) with meditative comfort, the design pulls inspiration from Zen gardens. The stretchy, bootie-like upper with an airy Flyknit design integrates venting and padding for extra on-foot bliss. Tie it all together with the sleek lacing system and then stay upright with added traction on the outsole. Do good, look good, and overcome the urban environment's most challenging obstacles with this fresh design that gives new meaning to rest and relaxation."
https://www.nike.com/in/t/sb-blazer-court-mid-skate-shoes-QjCTCr/DZ3743-700,Nike SB Blazer Court Mid Premium,Skate Shoes,  7 495.00, Desert Ochre/Hyper Royal/Gum Yellow/Desert Ochre, DZ3743-700,4,3.5,"With its tonal design and classic materials, the Blazer Court Mid updates the retro hoops vibe for skate. Its reinforced ollie zone and flexible sole help it last through your toughest sessions."
https://www.nike.com/in/t/air-force-1-low-sp-undercover-shoes-sTQWr2/DQ7558-002,Nike Air Force 1 Low SP x UNDERCOVER,Men,  14 195.00, Black/White/Black/Black, DQ7558-002,2,3,"UNDERCOVER's Jun Takahashi redefines the original hoops look for the future. With utilitarian details like its water-resistant GORE-TEX sleeve and supportive plastic heel piece, it brings new meaning to nothin'-but-net style."
https://www.nike.com/in/u/custom-nike-air-zoom-pegasus-39-by-you-10001266/5490673612,Nike Pegasus 39 By You,Custom Men,  14 995.00, Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour, DO7435-900,Review not available,Star rating not available,"Running is your daily ritual, with every step taking you closer to your personal goal. Let the Pegasus 39 help you ascend to new heights with its comfortable, intuitive design. A supportive sensation keeps your foot contained, while underfoot cushioning is combined with 2 Zoom Air units to add a pop to your step as you transition from heel to toe. Once you have customised your trusted workhorse with wings, it's time to fly."
https://www.nike.com/in/t/air-force-1-low-ambush-shoes-7fq542/DV3464-300,Nike Air Force 1 Low x Ambush,Men,  17 495.00, Pine Green/Pine Green/Citron Tint, DV3464-300,0,0,"Teleport between worlds in the AF-1 x Ambush. Fashion designer and visionary creative director Yoon Ahn turns up the volume on the iconic look with bold hues and colour-popped accents inspired by techno spaces. Premium leather delivers a rich aesthetic full of natural variations, so you can transition effortlessly from your 9–5 to the dance floor. And no matter if you're dancing or not, the exaggerated Swoosh gives the feeling of motion. Step on in—things are heating up."
https://www.nike.com/in/t/dunk-low-retro-shoes-KZmSsj/DR9705-300,Nike Dunk Low Retro Premium,Men,  9 695.00, Mineral Slate/Black/White/Armoury Navy, DR9705-300,0,0,"From backboards to skateboards, the Dunk Low is your emblem of tried and tested. Crafted with crisp synthetic underlays and premium leather overlays, it refines the wardrobe staple with on-the-ball seasonal flair. Foam cushioning and a padded, low-cut collar let you take your game anywhere—in comfort."
https://www.nike.com/in/t/ajko-1-low-union-shoes-Tbcpwn/DO8912-101,AJKO 1 Low x UNION,Men,  13 995.00, White/Sail/University Gold/Neutral Grey, DO8912-101,0,0,"Check that mirror—wooo weee. Stepping back to the era of boomboxes, acid-washed denim and the original Flight Suit, the first-ever AJKO 1 Low roots you directly to '80s off-court style. Straight from the minds of Chris Gibbs and UNION, this edition transforms your look with textures and materials reminiscent of the hoops-to-street revolution. The crafted design brings the money with suede, canvas and premium leather (plus removable Swooshes, so you can change up your look). No need to boast—these kicks do all the talking."
https://www.nike.com/in/t/nikecourt-vapor-lite-hard-court-tennis-shoes-rkl5kR/DC3432-125,NikeCourt Vapor Lite,Men,  6 795.00, White/Black, DC3432-125,8,4.1,"Like a racing car, the NikeCourt Vapor Lite keeps most of its features under the bonnet.Its unique cushioning system is built to help you get to the ball as fast as you can.An innovative, 4-point strap takes inspiration from racing-car harnesses to help keep your foot locked down during your fiercest matches.All in a lightweight, breathable design that's incredibly comfortable."
https://www.nike.com/in/t/pegasus-39-shield-weatherised-road-running-shoes-dcpVxH/DO7625-002,Nike Pegasus 39 Shield,Men,  11 995.00, Black/Dark Smoke Grey/Volt/White, DO7625-002,13,3.9,"Your workhorse with wings returns to help you push through the rain. A water-repellent finish helps keep you dry while a cosy fleece-like feel on the inside helps keep your feet warm for nasty-weather runs. Rugged traction and 2 Zoom Air units provide grip and soft cushioning, so you can power through the elements."
https://www.nike.com/in/t/air-force-1-07-shoes-VWCc04/DV0788-100,Nike Air Force 1 '07,Men,  9 695.00, White/White/Wolf Grey, DV0788-100,4,4,"The radiance lives on with the b-ball original. Crossing hardwood comfort with off-court flair, it puts a fresh spin on what you know best: '80s-inspired construction, bold details and nothin'-but-net style."
https://www.nike.com/in/t/blazer-low-77-jumbo-shoes-RGNB3j/DN2158-101,Nike Blazer Low '77 Jumbo,Men,  8 595.00, White/White/Sail/Black, DN2158-101,55,4.3,"They say, ""Don't fix what works"". We say, ""Perfect it"". The classic, streetwear superstar gets rethought with the Nike Blazer Low '77 Jumbo. Harnessing the old-school look you love, it now features an oversized Swoosh design and jumbo laces. Its plush foam tongue and thicker stitching embolden the iconic look that's been praised by the streets since '77."
https://www.nike.com/in/u/custom-nike-air-force-1-low-by-you-10001370/3276303059,Nike Air Force 1 Low By You,Custom Women,  10 795.00, Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour, DZ3638-900,Review not available,Star rating not available,"Shine in satin, stay classic in canvas or get luxe with leather. No matter what you choose, these AF-1s are all about you. 12 colour choices and an additional gum rubber option for the sole mean your design is destined to be one of a kind—just like you."
https://www.nike.com/in/u/custom-nike-air-force-1-low-by-you-10001454/3594386653,Nike Air Force 1 Low By You,Custom Women,  10 795.00, Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour, DZ3638-900,Review not available,Star rating not available,"Shine in satin, stay classic in canvas or get luxe with leather. No matter what you choose, these AF-1s are all about you. 12 colour choices and an additional gum rubber option for the sole mean your design is destined to be one of a kind—just like you."
https://www.nike.com/in/t/air-max-systm-shoes-VTHthT/FD0316-133,Nike Air Max SYSTM,Men,  8 695.00, Sail/Pro Green/Khaki/Noble Green, FD0316-133,1,5,"Take your sneaker game to the Max in kicks that bring back all the best trends of '80s. Soft, velvety nubuck and supple suede are paired with knit textiles for a premium touch while a Waffle outsole delivers heritage style. Visible Max Air cushioning helps keep your every step comfortable."
https://www.nike.com/in/t/air-force-1-pltaform-lv8-shoes-Q7h8K9/DZ4985-097,Nike Air Force 1 PLT.AF.ORM LV8,Unisex,  10 795.00, Grey Fog/Light Smoke Grey/Photon Dust/White, DZ4985-097,0,0,"How important is hangul? Well, without it, you probably wouldn't be reading this! An elevated icon celebrates Hangul Day with subtle details and a fashion-forward twist. A removable clear plastic overlay on the tongue pays tribute to the Korean alphabet while premium leather and suede ages to soft perfection. Toggle lacing gets you going quickly but can be swapped out for traditional laces. Plus, an elegantly shaped and lifted midsole pairs with soft foam underfoot to help you step out in comfort while a neutral colourway keeps these kicks easy to style—letting you wear them again and again well past Hangul Day."
https://www.nike.com/in/t/dunk-high-retro-shoe-DdRmMZ/DD1399-700,Nike Dunk High Retro,Men,  9 295.00, University Gold/White/Habanero Red/Black, DD1399-700,92,4.7,"Created for the hardwood but taken to the streets, the '80s basketball icon returns with perfectly sheened overlays and original university colours. With its classic hoops design, the Nike Dunk High Retro channels '80s vintage back onto the streets while its padded, high-top collar adds an old-school look rooted in comfort."
https://www.nike.com/in/t/air-jordan-1-low-eastside-golf-shoes-h575tw/DV1759-448,Air Jordan 1 Low x Eastside Golf,Men,  11 895.00, Midnight Navy/Burnt Sunrise/White/Midnight Navy, DV1759-448,0,0,"Out of the clay, into the future. Partnering with Eastside Golf, we're bringing a modern aesthetic to the AJ1. Transcending traditional golf attire, the design's supple nubuck gives a premium feel, while metallic lace tips add flash to your swing. The Redstone outsole symbolises red clay mud—a reminder that you can overcome adversity, no matter where a bad shot lands you. Eastside Golf branding, a special edition hangtag and a custom shoe box add an authentic finish to your game. This is the next generation of golf. You ready?"
https://www.nike.com/in/t/court-vision-mid-next-nature-shoes-VKCWFj/DN3577-001,Nike Court Vision Mid Next Nature,Men,  5 995.00, Black/Black/White, DN3577-001,19,4.5,In love with the classic look of '80s basketball but have a thing for the fast-paced culture of today's game?Meet the Nike Court Vision Mid.A classic remixed with at least 20% recycled materials by weight.We replaced leather with recycled and synthetic materials that keeps the soul of the original style.Its crisp upper and stitched overlays stays true to its origins.The plush collar keeps it sleek and comfortable for your world.
https://www.nike.com/in/t/dunk-low-shoes-w37m3B/DR0156-800,Nike Dunk Low,Men,  9 695.00, Kumquat/Dark Driftwood/Light Bone, DR0156-800,0,0,"Created for the hardwood but taken to the streets, this '80s b-ball icon returns with classic details and throwback hoops flair. Supple suede overlays help the Nike Dunk channel vintage style while boldly patterned Swoosh logos add a wild touch. Plus, the padded, low-cut collar lets you take your game anywhere in comfort."
https://www.nike.com/in/t/revolution-6-next-nature-road-running-shoes-vjrrwc/DC3729-009,Nike Revolution 6 Next Nature,Unisex,  3 695.00, Dark Smoke Grey/Summit White/Black/Metallic Copper, DC3729-009,71,4.2,"Made from at least 20% recycled material by weight, old materials find new beginnings.Now you can find yours.Set the pace at the start of your running journey with the plush feel of the Nike Revolution 6 Next Nature.We know comfort is key to a successful run, so we made sure your steps are cushioned and flexible for a soft ride.It's an evolution of a favourite, with a breathable design."
https://www.nike.com/in/t/air-jordan-7-retro-shoes-xbNFP8/CU9307-106,Air Jordan 7 Retro,Men,  18 395.00, White/Cardinal Red/Chutney/Black, CU9307-106,32,4.9,"Inspired by the shoe originally worn by MJ during the '92 season and summer of basketball, the Air Jordan 7 Retro revives its championship legacy for a new generation of sneakerheads."
https://www.nike.com/in/t/air-force-1-high-07-lv8-emb-shoes-xmSnQK/DX4980-001,Nike Air Force 1 High '07 LV8 EMB,Men,  11 295.00, Phantom/White/Elemental Gold/Phantom, DX4980-001,0,0,"Your favourite b-ball look goes artisan. Inspired by hand-crafted liquors, the elegant labelling and premium leather certify your shoes 100% Swoosh. Lace up and enjoy the finer things in life like retro hoops style and connoisseur details."
https://www.nike.com/in/t/air-jordan-1-elevate-high-shoes-rKPNHR/DN3253-105,Air Jordan 1 Elevate High,Unisex,  14 195.00, Sail/Coconut Milk/Titanium, DN3253-105,1,5,"Classic Jordan style reaches new heights in this lifted AJ-1. The platform stance and high-top collar make a statement, while crisp leather and flashy finishes make these kicks the winning assist your outfit needs. For added flex, the puffy, stitched-on Wings ""logo"" delivers big (and just wait until you feel the ultra-comfortable Air cushioning underfoot). Go ahead, elevate your game."
https://www.nike.com/in/u/custom-nike-air-max-95-by-you-10001245/6124601354,Nike Air Max 95 By You,Custom Men,  18 195.00, Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour, DM1182-991,Review not available,Star rating not available,Celebrate workwear's wide appeal with a new take on the Nike Air Max 95 By You. Utilitarian materials like polished twill and leather are rugged and durable with an undeniable nod to runway style. Perfectly understated details like contrast stitching and gradient layers add a new level of depth to this long-time favourite.
https://www.nike.com/in/u/custom-nike-metcon-8-by-you-10001342/7347124835,Nike Metcon 8 By You,Custom Men,  14 995.00, Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour, DV2271-900,Review not available,Star rating not available,The Nike Metcon 8 NBY allows you to add a little bling to your everyday workout routines with chrome options on everything from the Swoosh to the heel plate to shoelaces. An updated sport-inspired colour palette complements a head-turning marble option along the outsole and sidewalls. Go big and bling out a design for a show-stopping look in the gym or deck this Metcon 8 out in colours that define your inner athlete—the choice is yours.
https://www.nike.com/in/u/custom-nike-react-infinity-run-3-by-you-10001241/5636236539,Nike React Infinity 3 By You,Custom Women,  17 495.00, Multi-Colour/Multi-Colour/Multi-Colour, DO7418-004,Review not available,Star rating not available,"Stay on your feet in a design that's made to help keep you healthy while catering to your individualistic tastes in the Nike React Infinity Run 3 By You. You're the creator with the final say, painting and picking from an extensive pallet of colours and exterior details that suite your distinctive style. Customise it to your liking and feel hopeful about endless possibilities when you hit the open road."
https://www.nike.com/in/t/air-max-270-shoes-2V5C4p/AH8050-100,Nike Air Max 270,Men,  13 995.00, White/White/Black, AH8050-100,629,4.5,"Nike's first lifestyle Air Max brings you style, comfort and big attitude in the Nike Air Max 270. The design draws inspiration from Air Max icons, showcasing Nike's greatest innovation with its large window and fresh array of colours."
https://www.nike.com/in/u/custom-nike-air-max-95-unlocked-by-you-10001344/3024646054,Nike Air Max 95 Unlocked By You,Custom Women,  19 495.00, Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour, DX5388-900,Review not available,Star rating not available,Inspire the streets with your Air Max 95. The customisable design (with a coveted woven upper) lets you bring your own aesthetic to the legendary look by selecting your fave colours and choice materials. Add a personalised message that lets you tell a piece of your story. Boost the energy with coloured Air units or by making your design monochromatic. Then add the cherry to the bottom and ramp up the comfort by selecting an ultra-soft sockliner.
https://www.nike.com/in/t/zoom-superfly-elite-2-athletics-sprinting-spikes-bDFmq0/CD4382-600,Nike Zoom Superfly Elite 2,Athletics Sprinting Spikes,  13 995.00, Hyper Pink/Laser Orange/Black, CD4382-600,21,5,"The Nike Zoom Superfly Elite 2 delivers a high-tech design for the track.Ultra-lightweight fabric helps keep you cool, while a spike plate with 8 removable pins provides grip to power through the finish."
https://www.nike.com/in/t/p-6000-shoe-QcQbpx/CD6404-006,Nike P-6000,Shoe,  7 995.00, Pure Platinum/Black/White, CD6404-006,8,4.9,"The Nike P-6000 draws on the 2006 Nike Air Pegasus, bringing you a mash-up of iconic style that's breathable, comfortable and evocative of that early-2000s vibe."
https://www.nike.com/in/t/metcon-8-amp-training-shoes-7VTNbS/DQ4675-001,Nike Metcon 8 AMP,Men,  12 795.00, Dark Smoke Grey/Smoke Grey/Light Smoke Grey/Black, DQ4675-001,1,5,"You chase the clock, challenging and encouraging each other all in the name of achieving goals and making gains. Our go-to model for training relies on a lighter, more breathable upper than our previous edition, so that you can float through your cardio, power through your lifts and dominate your workouts."
https://www.nike.com/in/t/metcon-8-training-shoes-vkQ0TS/DO9327-101,Nike Metcon 8,Unisex,  11 895.00, Summit White/Hyper Pink/Bright Crimson/Blackened Blue, DO9327-101,28,4.3,"You chase the clock, challenging and encouraging each other all in the name of achieving goals and making gains. Our go-to model for training relies on a lighter, more breathable upper than our previous edition to complement our standards of durability and comfort, so that you can float through your cardio, power through your lifts and dominate your workouts."
https://www.nike.com/in/t/nikecourt-zoom-vapor-cage-4-rafa-hard-court-tennis-shoes-cS7wct/DD1579-400,NikeCourt Zoom Vapor Cage 4 Rafa,Men,  13 495.00, Baltic Blue/Green Abyss/White/Vivid Orange, DD1579-400,18,3.9,"Innovated to withstand your toughest matches, this updated design puts flexible, durable materials exactly where they're needed most. Signature Rafael Nadal details let you rep your favourite player while you run the court."
https://www.nike.com/in/u/custom-air-force-1-low-unlocked-by-you-10001412/5031293790,Nike Air Force 1 Low Unlocked By You,Custom Men,  13 995.00, Multi-Colour/Multi-Colour/Multi-Colour, FD2782-900,Review not available,Star rating not available,"Meet the adventure-ready AF-1. Weatherised leather and a durable design add a tactile, utility feel to your creation—but it's not just for looks. The removable lace cover includes a pocket to store money, keys or any other essentials you want to keep on hand (or shall we say on foot). To really make it personal, you have the option to add your initials to both the lace cover and the heel. These shoes were made for exploring and, even better, they were made just for you."
https://www.nike.com/in/t/zegama-trail-running-shoes-k8JNNn/DH0625-001,Nike Zegama,Unisex,  13 995.00, Black/White, DH0625-001,23,4.7,"Navigate the up and downs of uncompromising terrain with the Nike Zegama. Developed with great grip and stability, it has you covered, so you can keep climbing and reach greater personal heights when the going gets grimy and gritty. Whether it's a challenging, rocky landscape going uphill or a steep, slick decline down a treacherous trail, feel confident when you decide to off-road it."
https://www.nike.com/in/u/custom-nike-dunk-high-by-you-shoes-10001378/8569163867,Nike Dunk High By You,Custom Men,  13 295.00, Multi-Colour/Multi-Colour/Multi-Colour, DV2273-900,Review not available,Star rating not available,"Take a seat at the table and add your special touch to the hoops-to-streets icon. Inspired by the outdoors, the customisable design lets you be as expressive as you want. Choose between canvas and suede accents for a healthy dose of trail-time flavour. Add classic leather for those on-the-town days. Next, write a piece of your story on the pull tab, which doubles as the perfect spot to attach your kicks to your backpack when it's time to cross streams or hit the beach. Plus, countless colour options let you be as adventurous as you want. Whatever you choose, your influence on the Nike Dunk High is undeniable."
https://www.nike.com/in/t/metcon-8-training-shoes-DNz7Sg/DQ4681-500,Nike Metcon 8 Premium,Unisex,  12 795.00, Purple Smoke/Dark Smoke Grey/Pure Platinum/Metallic Copper, DQ4681-500,1,5,"You chase the clock, challenging and encouraging each other all in the name of achieving goals and making gains. Our go-to model for training relies on a lighter, more breathable upper than our previous iteration to complement our standards of durability and comfort, so that you can float through your cardio, power through your lifts and dominate your workouts."
https://www.nike.com/in/t/dunk-high-1985-shoes-8wdvFz/DV1143-300,Nike Dunk High 1985,Shoes,  11 895.00, Enamel Green/Summit White/Pro Green/Enamel Green, DV1143-300,16,3.3,"Celebrate heritage with an updated version of the Dunk High, recrafted to reflect the original from 1985. Matching the shape, look and feel that started it all, it delivers true vintage style while keeping the familiar comfort you love."
https://www.nike.com/in/t/court-vision-alta-shoes-p7Dnlp/DM0113-004,Nike Court Vision Alta,Unisex,  5 995.00, Phantom/White/Summit White/Sesame, DM0113-004,18,3.8,Raise the bar with the Nike Court Vision Alta. The modern design combines leather on top with the perfect lift underneath. The elevated hoops look then crowns your feet with its ultra-plush tongue.
https://www.nike.com/in/t/blazer-low-77-jumbo-se-shoes-3wggct/FD0378-121,Nike Blazer Low '77 Jumbo SE,Men,  9 195.00, Summit White/Midnight Navy/Phantom/Summit White, FD0378-121,0,0,"They say, ""Don't fix what works"". We say, ""Perfect it"". This streetwear superstar brings nothing but smiles with a layered oversized Swoosh logo, thicker stitching and jumbo laces. Exposed foam on the tongue, suede accents and a special midsole finish add a touch of retro style while playful details keep your feet feeling happy well into spring."
https://www.nike.com/in/t/nocta-hot-step-air-terra-shoe-SZ40xX/DH4692-001,NOCTA Hot Step Air Terra,Men,  13 495.00, Black/Bright Cactus/Chrome, DH4692-001,0,0,"Take your game anywhere. From hoops to trails to the street, the NOCTA Hot Step Air Terra brings opportunity. Quilted panels are crafted with premium leather. Trusted Air cushioning delivers performance comfort. Rugged tread on the rubber outsole adds traction."
https://www.nike.com/in/t/blazer-low-77-jumbo-shoes-cdj0gL/DQ1470-001,Nike Blazer Low '77 Jumbo,Unisex,  8 595.00, Photon Dust/Picante Red/Wolf Grey/Black, DQ1470-001,51,4.5,"They say, ""Don't fix what works"". We say, ""Perfect it"". This streetwear superstar gets revamped with jumbo-sized details. Harnessing the old-school look you love, the Nike Blazer Low '77 Jumbo features an oversized Swoosh design, extra-wide laces and thicker stitching."
https://www.nike.com/in/t/sb-ishod-wair-skate-shoes-BFw5xR/DC7232-001,Nike SB Ishod Wair,Skate Shoes,  8 295.00, Black/Dark Grey/Black/White, DC7232-001,37,4.4,"When it came time to build his signature shoe, Ishod Wair was all-in from start to finish.Infused with elements taken from the iconic hoops shoes of the '90s, (did you know that basketball was Ishod's first love?) and built with all the durability you need to skate hard—seriously, check out that new cupsole—the Nike SB Ishod Wair walks the line between original style and modern skate innovation."
https://www.nike.com/in/u/custom-nike-metcon-8-by-you-10001341/7386562236,Nike Metcon 8 By You,Custom Women,  14 995.00, Multi-Colour/Multi-Colour, DV2285-900,Review not available,Star rating not available,The Nike Metcon 8 NBY allows you to add a little bling to your everyday workout routines with chrome options on everything from the Swoosh to the heel plate to shoelaces. An updated sport-inspired colour palette complements a head-turning marble option along the outsole and sidewalls. Go big and bling out a design for a show-stopping look in the gym or deck this Metcon 8 out in colours that define your inner athlete—the choice is yours.
https://www.nike.com/in/t/victori-one-shower-slide-bLFNwM/CZ7836-100,Nike Victori One,Unisex,  1 695.00, White/White/White, CZ7836-100,4,5,"The workout's complete and now there's just one more thing—you have to hit the showers before you head out to the fun. We've got your back with the Nike Victori One. The versatile, one-piece foam design feels super soft and comfortable while traction patterns on the sole help with wet surfaces. It dries quickly too, so no one will know you've just stepped from the shower as you slide up to the festivities."
https://www.nike.com/in/t/air-huarache-craft-shoes-Xf0QhN/DQ8031-100,Nike Air Huarache Craft,Unisex,  11 895.00, Sand Drift/Team Gold/Pink Oxford/Earth, DQ8031-100,2,5,"When it fits this good and looks this great, there's no question—you're leading the charge. From its stretchy, foot-hugging fabric to its sporty, supportive heel cage, the Huarache Craft remasters everything you love best about the iconic shoe. Plus, its plush foam midsole and incredibly soft upper give your feet bragging rights."
https://www.nike.com/in/t/air-pegasus-83-se-shoes-BCHwqt/FD0379-101,Nike Air Pegasus 83 SE,Men,  8 495.00, Swan/Light Orewood Brown/Coconut Milk/Action Green, FD0379-101,0,0,"With a splash of old-school running vibes and a whole lot of comfort, these kicks take you back in time with a fresh take on a retro design. Soft suede and smooth synthetic leather pair with Air cushioning and a durable Waffle outsole to help you step into your day looking and feeling your best. Pops of bright green and subtle smiley face details add a touch of nostalgic style perfect for springtime."
https://www.nike.com/in/t/sb-ishod-skate-shoes-9F2Bxz/FD1144-200,Nike SB Ishod Premium,Skate Shoes,  9 695.00, Baroque Brown/Black/Obsidian, FD1144-200,0,0,"When it came time to build his signature shoe, Ishod Wair was all in from start to finish. Infused with elements taken from the iconic hoops shoes of the '90s (did you know basketball was Ishod's first love?), it walks the line between classic style and modern skate innovation. Plus, it's built with all the durability you need to skate hard—seriously, check out that new cupsole."
https://www.nike.com/in/t/air-jordan-1-zoom-cmft-2-shoes-gxvXJM/DV1305-004,Air Jordan 1 Zoom CMFT 2,Unisex,  13 295.00, Phantom/Ice Blue/Gym Red/University Blue, DV1305-004,0,0,"Soft suede and Jordan Brand's signature Formula 23 foam come together to give you an extra luxurious (and extra cosy) AJ1. You don't need to play ""either or"" when it comes to choosing style or comfort with this one—which is nice, 'cause you deserve both."
